===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:26:51]: UserAPI | Logout User: admin with token: G9VBDZRCVKDif8D
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:24]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:26]: AdminAPI | Deletes user: aww
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:26]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:29]: AdminAPI | Deletes user: daa
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:29]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:31]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:32]: AdminAPI | Change status of user: ana, is user blocked? false
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:32]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:33]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:44]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:49]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:54]: AdminAPI | Reset password for user: ana
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:54]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:55]: AdminAPI | Change status of user: ana, is user blocked? true
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:55]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:32:57]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:33:43]: UserAPI | Logout User: admin with token: j89Fn0nHOcE0uvw
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:33:57]: UserAPI | New User Created, username: CrEAtt Cont
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:06]: UserAPI | User login: ADMIN
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:06]: UserAPI | Testing token: Uz5ue9dANg771ET
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:08]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:09]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:53]: AdminAPI | Deletes user: CrEAtt Cont
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:53]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:56]: AdminAPI | Change status of user: creatt cont, is user blocked? true
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:56]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:58]: AdminAPI | Change status of user: creatt cont, is user blocked? false
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:34:58]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:03]: AdminAPI | Deletes user: CrEAtt Cont
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:03]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:29]: UserAPI | Testing token: Uz5ue9dANg771ET
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:30]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:31]: AdminAPI | Deletes user: ana
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:31]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:35]: AdminAPI | Change status of user: creatt cont, is user blocked? true
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:35]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:36]: AdminAPI | Deletes user: creatt cont
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:36]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:47]: UserAPI | Testing token: Qz6xoWZno701YF9
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:35:59]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:04]: AdminAPI | Reset password for user: incredible
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:04]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:13]: UserAPI | User login: incredible
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:13]: UserAPI | Testing token: xp3qyfEyOC5uFxE
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:22]: UserAPI | Logout User: incredible with token: xp3qyfEyOC5uFxE
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:29]: UserAPI | User login: incredible
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:29]: UserAPI | Testing token: yzz95SkJDSUIcjh
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:31]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:33]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:40]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:44]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:44]: CatAPI | AddView to cat: lW09qiB4JUSwocq
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:46]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:47]: CatAPI | AddView to cat: FKqBEvcOAPUbuyB
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:48]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:49]: UserAPI | Logout User: admin with token: Uz5ue9dANg771ET
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:56]: UserAPI | User login: ADMIN
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:36:56]: UserAPI | Testing token: xzIiaJbvjaMTsAg
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:01]: UserAPI | Logout User: incredible with token: yzz95SkJDSUIcjh
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:06]: UserAPI | User login: felix
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:06]: UserAPI | Testing token: H9qnTSONTJMdHla
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:09]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:16]: CatAPI | Updated cat, User: felix CatId: undefined
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:23]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:46]: CatAPI | Gennerated cat User: felix catName: Another one, catId: AYlyuBEavoqZBOm
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:37:55]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:00]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:01]: CatAPI | AddView to cat: AYlyuBEavoqZBOm
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:03]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:05]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:06]: CatAPI | Requested all cats
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:07]: AdminAPI | Get all USERS
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:38:20]: UserAPI | Logout User: admin with token: xzIiaJbvjaMTsAg
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:39:15]: UserAPI | Testing token: H9qnTSONTJMdHla
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:39:18]: UserAPI | Testing token: H9qnTSONTJMdHla
===== LogCRUD: =====  IP: 5.12.67.125 [2020-05-24 19:39:21]: UserAPI | Logout User: felix with token: H9qnTSONTJMdHla
